ステーション名,住所,クラス,車種,コメント
タイムズ篠原西町公園,神奈川県横浜市港北区篠原西町35,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ篠原西町公園,神奈川県横浜市港北区篠原西町35,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ綱島東第５,神奈川県横浜市港北区綱島東5-5,ベーシック,アクア（ハイブリッド）,
タイムズ綱島東第５,神奈川県横浜市港北区綱島東5-5,ベーシック,ルーミー 1000,
タイムズ綱島東第６,神奈川県横浜市港北区綱島東1-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ綱島東第６,神奈川県横浜市港北区綱島東1-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ綱島東第６,神奈川県横浜市港北区綱島東1-17,ミドル,シエンタ（ハイブリッド）,
タイムズ綱島東第８,神奈川県横浜市港北区綱島東1-16,ベーシック,ルークス,
タイムズ綱島東第８,神奈川県横浜市港北区綱島東1-16,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ綱島東１丁目,神奈川県横浜市港北区綱島東1-16,ベーシック,アクア（ハイブリッド）,
タイムズ綱島東１丁目,神奈川県横浜市港北区綱島東1-16,ベーシック,ソリオ,
タイムズ綱島東１丁目,神奈川県横浜市港北区綱島東1-16,ベーシック,ヤリス（ハイブリッド）,
タイムズ綱島東１丁目,神奈川県横浜市港北区綱島東1-16,ベーシック,MAZDA3 5HB 1500,
タイムズ綱島東１丁目,神奈川県横浜市港北区綱島東1-16,プレミアム,ノア,R80型（2014年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ綱島西第３,神奈川県横浜市港北区綱島西2-11,ベーシック,ノート e-POWER,
タイムズ綱島西第４,神奈川県横浜市港北区綱島西2-11,ベーシック,MAZDA2,DJ型（2019年-2023年） ジュニアシートなし
タイムズ綱島西第４,神奈川県横浜市港北区綱島西2-11,ベーシック,フィット,
タイムズ綱島西第４,神奈川県横浜市港北区綱島西2-11,ミドル,フリード,
タイムズ綱島西第４,神奈川県横浜市港北区綱島西2-11,ミドル,CX-5 2000,
タイムズ綱島西第５,神奈川県横浜市港北区綱島西3-4,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ綱島西第５,神奈川県横浜市港北区綱島西3-4,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ綱島西第５,神奈川県横浜市港北区綱島西3-4,プレミアム,ノア,R80型（2014年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ綱島西第６,神奈川県横浜市港北区綱島西6-6,ベーシック,ヤリス（ハイブリッド）,
タイムズ綱島西第６,神奈川県横浜市港北区綱島西6-6,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,ベーシック,アクア（ハイブリッド）,
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,ベーシック,フィット,
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,ベーシック,ヤリス（ハイブリッド）,ジュニアシートなし
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,ミドル,シエンタ（ハイブリッド）,
タイムズ菊名駅前第２,神奈川県横浜市港北区菊名5-1,プレミアム,ノア（ハイブリッド）,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
ツインアベニューＡ,神奈川県横浜市港北区綱島西2-22,ベーシック,ワゴンRスマイル 660,
トーハツ第１月極駐車場,神奈川県横浜市港北区新横浜1,ベーシック,ルークス,
トーハツ第１月極駐車場,神奈川県横浜市港北区新横浜1,ベーシック,ワゴンRスマイル 660,
ナイスアーバン日吉３,神奈川県横浜市港北区日吉3-4,ベーシック,N BOX,
ナイスアーバン日吉３,神奈川県横浜市港北区日吉3-4,ベーシック,N BOX,
ナイスアーバン日吉３,神奈川県横浜市港北区日吉3-4,ベーシック,ルークス,ジュニアシートなし
ネオグランデ大倉山,神奈川県横浜市港北区大倉山1-23,ベーシック,MAZDA2,ジュニアシートなし
ネオグランデ大倉山,神奈川県横浜市港北区大倉山1-23,ベーシック,アクア（ハイブリッド）,
ハイツわかば,神奈川県横浜市港北区菊名7-2,ベーシック,ノート e-POWER,
ハイツわかば,神奈川県横浜市港北区菊名7-2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
プラウド日吉,神奈川県横浜市港北区箕輪町2-785,ベーシック,ノート e-POWER,ジュニアシートなし
プラージュ横濱日吉,神奈川県横浜市港北区日吉5-2,ベーシック,MAZDA2,DJ型（2019年-2023年）
プラージュ横濱日吉,神奈川県横浜市港北区日吉5-2,ベーシック,アクア（ハイブリッド）,
プラージュ横濱日吉,神奈川県横浜市港北区日吉5-2,ベーシック,ノート e-POWER,
プラージュ横濱日吉,神奈川県横浜市港北区日吉5-2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
プラージュ横濱日吉,神奈川県横浜市港北区日吉5-2,ベーシック,ライズ,A200A型（2019年-2021年）
プレミスト大倉山,神奈川県横浜市港北区大豆戸町114,ベーシック,ノート e-POWER,ジュニアシートなし
メゾン・デ・エスポワール駐車場,神奈川県横浜市港北区高田東4-18,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
メゾン・デ・エスポワール駐車場,神奈川県横浜市港北区高田東4-18,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ラシーネワンパークプレイス樽町,神奈川県横浜市港北区樽町4-13,ベーシック,ノート e-POWER,
リシェスコート白楽,神奈川県横浜市港北区篠原西町4-23,ベーシック,N BOX,
リバネックス菊名妙蓮寺,神奈川県横浜市港北区篠原東3-11,ベーシック,ヤリスクロス（ハイブリッド）,
レジデンス綱島駐車場,神奈川県横浜市港北区綱島東3-3,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
ヴェルデュール栗原,神奈川県横浜市港北区日吉本町2-50　ヴェルデュール栗原,ベーシック,ハスラー,
ヴェルデュール栗原,神奈川県横浜市港北区日吉本町2-50　ヴェルデュール栗原,ベーシック,MAZDA2,DJ型（2019年-2023年）
ヴェルデュール栗原,神奈川県横浜市港北区日吉本町2-50　ヴェルデュール栗原,ベーシック,アクア（ハイブリッド）,
北新横浜第１月極駐車場,神奈川県横浜市港北区北新横浜1-282,ベーシック,ソリオ,
北新横浜第１月極駐車場,神奈川県横浜市港北区北新横浜1-282,ミドル,C-HR（ハイブリッド）,
北新横浜第４月極駐車場,神奈川県横浜市港北区北新横浜1-8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
北新横浜第４月極駐車場,神奈川県横浜市港北区北新横浜1-8,ミドル,フリード,ジュニアシートなし
大倉山高架下駐車場,神奈川県横浜市港北区大倉山3-15,ベーシック,ノート e-POWER,
大倉山５丁目月極,神奈川県横浜市港北区大倉山5-11,ベーシック,ヤリスクロス（ハイブリッド）,ジュニアシートなし
大曽根駐車場,神奈川県横浜市港北区大曽根1-28,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
大豆戸町月極,神奈川県横浜市港北区大豆戸町362,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
妙蓮寺第８月極駐車場,神奈川県横浜市港北区菊名2-17,ベーシック,MAZDA2,DJ型（2019年-2023年）
妙蓮寺第８月極駐車場,神奈川県横浜市港北区菊名2-17,ベーシック,ノート e-POWER,
妙蓮寺第８月極駐車場,神奈川県横浜市港北区菊名2-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
妙蓮寺第８月極駐車場,神奈川県横浜市港北区菊名2-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
妙蓮寺第８月極駐車場,神奈川県横浜市港北区菊名2-17,プレミアム,セレナ,C27型/GNC27型（2016年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,MAZDA2,ジュニアシートなし
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,アクア（ハイブリッド）,
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ソリオ,ジュニアシートなし
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ソリオ,
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ノート e-POWER,ジュニアシートなし
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,フィット,
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ライズ,A200A型（2019年-2021年）
妙蓮寺駅前月極,神奈川県横浜市港北区菊名2-14,ベーシック,ライズ（ハイブリッド）,
小机町第２月極,神奈川県横浜市港北区小机町457,ベーシック,ハスラー,
小机町第２月極,神奈川県横浜市港北区小机町457,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
小机町第２月極,神奈川県横浜市港北区小机町457,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
小机町第２月極,神奈川県横浜市港北区小机町457,ベーシック,ライズ,A200A型（2019年-2021年）
小机町第２月極,神奈川県横浜市港北区小机町457,ベーシック,ライズ,A200A型（2019年-2021年）
小机駅北口月極,神奈川県横浜市港北区小机町,ベーシック,ヤリス（ハイブリッド）,
小机駅北口月極,神奈川県横浜市港北区小机町,ベーシック,ヤリス（ハイブリッド）,ジュニアシートなし
岸根第一駐車場,神奈川県横浜市港北区岸根町66,ベーシック,N BOX,
岸根第一駐車場,神奈川県横浜市港北区岸根町66,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
岸根第一駐車場,神奈川県横浜市港北区岸根町66,ベーシック,ライズ,A200A型（2019年-2021年）
岸根第二駐車場,神奈川県横浜市港北区岸根町126,ミドル,フリード,
新横浜ガーデンハイム駐車場,神奈川県横浜市港北区篠原町 2575,ベーシック,ノート e-POWER,
新横浜ガーデンハイム駐車場,神奈川県横浜市港北区篠原町 2575,ベーシック,ライズ,A200A型（2019年-2021年）
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,MAZDA2,DJ型（2019年-2023年）
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,MAZDA2,DJ型（2019年-2023年）
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,MAZDA2,DJ型（2019年-2023年）
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,アクア（ハイブリッド）,
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
新横浜プリンスホテル・プリンスぺぺ駐車場（９Ｆ）,神奈川県横浜市港北区新横浜3-4,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
